StartDate,EndDate,Duration (in seconds),ResponseId,LocationLatitude,LocationLongitude,Q0,Q1,Q2,Q3,Q4,Q5,Q6,Q13,Q14,Q15,Q16,Q17,Q18,Q26,Q27,Q28,Q29,Q20,Q21,Q18.1,Q19
2026,2026,188,d2e5f4531722201dcb83da938860fd6695f5606f882e5dac0f98d9210f053c61,44.863,-91.66250000000001,492e95559cabe4d9449360b650f08bafb7a10486536308ce7d5bd5057e8d206c,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Never,1-2 rides in a typical day,0-1 days a month,1-2 rides in a typical day,Yes,Yes,"Just remember, we are our own hardest critics and people are generally thinking more about themselves than they are about you.","The ideal way for me to get around my city is to drive because I have a license, it offers me the most flexibility and freedom, and I enjoy driving."
2026,2026,194,331095c1ee195a02a4110d449c89c837c790e1612b8a5a50cfe2de64933ae504,51.8964,-0.7524,552bb67894d190042e297453b66c114ca555c85101cf0fd72646d863eb01ec18,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Never,1-2 rides in a typical day,Never,,Yes,Yes,"I would tell
Them not to worry i have that aswell and breathing excersiees can help alot aswell as inhaling lavender oil",Driving becsuse i have my own freedom and dont have to ve next to strangers
2026,2026,143,50ba663b10e800b2d4a8148ded44c56c94c34b42d0a9253c3df291c30def51b5,39.4795,-75.95660000000001,224b97805cddd3ea62349441947e31b97c6c68c8d57451c05fe6f48dd36feac7,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Never,1-2 rides in a typical day,0-1 days a month,1-2 rides in a typical day,Yes,Yes,"I would tell them not to be, that there is not reason for being nervous. People are people. ","My ideal way to get around the city is by foot. You can see much more. If longer distances, I would choose my own vehicle. "
2026,2026,169,21f2402c6600b7a0dc65ed47c0178d1ee5cb18097d167b46432c8fad4db8687b,53.2659,-1.8428,6510f683db88adaf0c622b7af17b67d5390a2a01670f9790946418a3b960de2f,Neither agree nor disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,0-1 days a month,1-2 rides in a typical day,0-1 days a month,1-2 rides in a typical day,Yes,Yes,I'd assuer them of their value and likeability and that they will make a good impression. ,"I would love a very cheap integrated system of tram, train and bus. But, realistically car is the best method currently. "
2026,2026,199,d53cc43bb8faa8cd9fc533e007bd4935bbab34bb576aa4ec120185156f26c5e5,56.1027,-5.1065000000000005,fb7b411a0e83ac6fb85bf20c0e62e0f4d1942343126a2d697631c6c3f394df98,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,2-4 days a month,1-2 rides in a typical day,Never,1-2 rides in a typical day,Yes,Yes,The other person likely won't be thinking as deeply about the interaction as they are.,"I like small walkable places, if a city is larger I like when there are good, reasonably priced parking areas."
2026,2026,182,692345ac174600547f639e5f7b3aa6825e4c0ce98da678ff83de4dc930cceccc,40.5893,-76.46300000000001,e21f07493dd1dcc3623d141df8b718e376a303a6bb6a8932af1e4417297a9942,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Never,1-2 rides in a typical day,Never,1-2 rides in a typical day,Yes,Yes,"Remember, the other person is focusing on themselves too instead of judging you.",I prefer driving my own personal car because I can make my own schedule.
2026,2026,151,565363ff25f40922b755af4fb04b38b34f03b8b7154ea5637d74c7e4b73d3246,52.1778,1.0821,a510cba951280429c5ff5bc575a056bfa2cca804f777890bdd6d85cd985d6b9f,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,0-1 days a month,1-2 rides in a typical day,Never,1-2 rides in a typical day,Yes,Yes,Relax as much as possible and try not to worry what they think of you. Don’t overthink ,My own car. It’s the ultimate sense of freedom 
2026,2026,118,1b36b51115ac4b87c4d6911b85f2623171acaf4ad8e05f8ce91280bad55e1b0d,41.5871,-73.26089999999999,2fc9545e7ba8b60e7e4eca95f978fb0aa78399e808053c092cd100a9c04d32c5,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,0-1 days a month,1-2 rides in a typical day,2-4 days a month,1-2 rides in a typical day,No,Yes,Just go with the flow and act natural.,Walking or taking an uber.  Driving in the city is too much of a hassle.  If you don't have to go far walk.  If you have far to go take a can or an uber.
2026,2026,189,a4d218b189cae7641319cd3117a73c38765ced23ddd53ded108d43854c445a9c,42.838899999999995,-80.40020000000001,c011fa7a1c3ad51f1715a364f23b83fe587648f7e6b10b83ca8366383f48817b,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,0-1 days a month,1-2 rides in a typical day,Never,1-2 rides in a typical day,Yes,Yes,Focus on questions about the other person. People love to talk about themselves so it makes it easier and all you have to do is listen.,My ideal way is my own car. It's faster and more convenient. 
2026,2026,189,b80e33cb4e48cc4f156c9a3c37838e8a366eaf825478d48f80f123c55fd27113,37.257999999999996,-121.9876,c62120db8ae116bbe9e85ea5dc1ae522757e9fdfd7cff144763d0b857de968ce,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,0-1 days a month,3-4 rides in a typical day,2-4 days a month,3-4 rides in a typical day,Yes,Yes,Just breath and be yourself. Listen to what others are saying and speak when it seems like a good chance,Drive myself that way I am in control.
2026,2026,127,5746b62607ff6aadf7d6db85ddaa0c92a5cbfd5ca9cb03d39af9a227de83139d,37.5637,-77.4502,9a0ceca8a9f30fe906cd4ab97ddb01effcd8f777ccc65f7d8d47fc390980799b,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,2-4 days a month,1-2 rides in a typical day,0-1 days a month,1-2 rides in a typical day,Yes,Yes,i would tell them to just take it easy and that everyone feels that way sometimes,my preferred way of transit is my electric bike for shorter commutes and my car for all day excursions. if im out of town ill use rideshare or uber for the convenience so i can lend my vehicle while im gone 
2026,2026,217,5828d7a07d0e56a4b0beddfa3ace585835ce9dbd831a750f685e95d1581d4da1,52.673,0.41120000000000007,d65f865744801e9eeff43f199b7bd2fb93f8ccbbdee4767194ce570489a32e03,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,0-1 days a month,1-2 rides in a typical day,Never,1-2 rides in a typical day,Yes,Yes,"I would tell them to just be themselves and relax,,,the other people are probably a bit nervous too!",By car because there is no public transport available where I live!
2026,2026,204,a10f09fcdc6f9771305ec81562134b46bf41eac4dc39d9952545ea1f1bd84db6,52.056400000000004,-0.1424,ba5a07538964cca5db14208b6d3a24e9cb0a1d5c04256021e270169f603810df,Strongly agree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,2-4 days a month,1-2 rides in a typical day,Never,1-2 rides in a typical day,Yes,No,"It would be that it really doesn't matter at all, no one cares about anything really, except themselves. So just go ahead and do what you want to do. ","I like to use trains, they are most convenient. "
2026,2026,182,b921c30d4e05a1062235826c7491699678ea55f24cd1045461376006c205c094,51.3981,-0.9778,f9b7e8e14886ef076c81618b13cd371f9eab7daba91e4df2b5f2747037ec5aea,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,8 or more days a month,1-2 rides in a typical day,Never,1-2 rides in a typical day,Yes,No,"Ask questions and genuinely be curious. I think it's really easy to be nervous about knowing what you should/shouldn't say to a stranger, if you can take the pressure off yourself and ask other people questions instead it can make things so much easier - and then if you can find something you have in common, it's even easier!","I live in London and I always love using the tube, it gets me from A-B super easily and I know it runs reliably enough. Taking a bus is also quite fun because it means I can see a bit more of the city compared to the underground. Walking is nice too but London is so large sometimes you can't walk where you want to."
2026,2026,179,f14e4a703a1e9a9602bcc1294803805758f47e4b37b67840072e505341fb2e02,44.5133,-88.65639999999999,f04997a2270bea850911b8274f08c945a5dc586f5d0ab454a89efdffc408aeb6,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Never,,Never,,Yes,Yes,Just do it. It will never get easier if you don't practice.,My ideal way would be able to safely ride electric bikes.
2026,2026,203,c39cff0dba46c70ce5602c5c8ab44beb78dd36ede2b3d8bfc16dfff03a4f49e4,54.68,-6.088,6de01ad713f78e3f71a356e1ddf72747325b0da002f0ae18dd9f59fe8b4c7783,Somewhat disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,4-8 days a month,5-6 rides in a typical day,2-4 days a month,1-2 rides in a typical day,Yes,Yes,"Try to remember that everyone gets nervous, but that everyone regardless of status is a human, we all have families and homes and lives outside of our role or status, plus everyone poos. ","I like to walk around my city where I can, I will then use taxis and bus to get quickly from place to place."
2026,2026,163,4fbf53e59fa6f4f7b30525587b7ba8a8376ba485cb2aa331432a6d5259aff403,52.313100000000006,-0.4638,ced5fd157d4c771a0ea7d044ffbb1e09e8b725d0d7ca0d0d3bdd23a857d57db7,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,8 or more days a month,1-2 rides in a typical day,2-4 days a month,1-2 rides in a typical day,No,No,relax and imagine they are talking to a group of friends,public transport because its cheap and quick
2026,2026,184,c428175dcdc7037a40c464939915ecfcdc1440f75a13628f2864bbc9e6de5d73,48.7415,-89.1121,f3ab5b993e6b13f7723ae1194c6b9a595206edcde43b1d00ae3f3a2778e3c3d2,Somewhat agree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Never,1-2 rides in a typical day,Never,1-2 rides in a typical day,Yes,Yes,I wouldnt use the old saying of try to picture everybody naked because that was a distraction.  I'd just say to try and find a moment of conversation with a subject you know you feel good about and knowledgeable and try jumping in there.,I've got a car that's been my main mode of transportation for the last 10 years.  And i've always relied on my own motor for getting around.  I live on the outskirts of town and there's no public transportation that comes anywhere near us and it would be super expensive to take an uber or cab every day
2026,2026,195,d226f2d8e69d3e3959bb9eb0ddb0563fda5dad47ff3b4043e3122099f6618f56,53.419000000000004,-2.0866,4f3f9396f86f2f4f82696e84877f37a55e1b58053ca9c960c088a9c74dfc7f01,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,2-4 days a month,3-4 rides in a typical day,2-4 days a month,1-2 rides in a typical day,Yes,Yes,"I'd tell them to understand that everyone is nervous to a degree, so most people they talk to will be able to empathise with them.","I would normally walk in my town, as it is fairly walkable. It would be the same in the 2 closest cities as well, although I may take the train there for longer distances."
2026,2026,197,96d41652485e4ea35d067efbf11ad82b0a4481e33d260973744deb8fd53a80be,39.2772,-121.502,9ada2b224a90dbb8ae434399155a48d5c721679bd065ae73274847e026ab7267,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,Never,1-2 rides in a typical day,Never,1-2 rides in a typical day,Yes,Yes,I would say to be yourself. I think that is thoughtful and meaningful enough. ,Unfortunately I do not know. I am new to my city so I have just been getting around by car. 
2026,2026,186,6ead59878e44896b4937d9391254e2ae77f4ea5bad59d1a39c88f24127aaa024,48.259299999999996,-53.9651,726abe65c68bea0de944771cc7a2a6c099b2c3f93ebfdf152b1ad56104d875ed,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,4-8 days a month,1-2 rides in a typical day,4-8 days a month,1-2 rides in a typical day,Yes,Yes,Remind them they are just as good as anyone else and tell them they are brave.,Car because my community is very rural
